place,place_name
1263,장지공영차고지
1264,천호역 10번 출구 앞
1265,문정동 근린공원
1266,문정동 글샘 공원
1267,올림픽공원 남2문 앞
1268,몽촌토성역 1번출구 옆
1269,리센츠아파트
1271,송파도서관
1274,영파여고 앞
1275,거여초등학교 옆
1277,오금동 송파 참병원
1278,송파구청 교차로
1279,마천금호어울림 1차아파트 건너편
1280,송파파크데일 2단지입구 앞 주차장
1282,송파소방서 맞은편(성내4교)
1283,오금공원 사거리
1285,위례별 유치원 뒤
1286,위례중앙푸르지오 1단지 앞
1287,위례아이파크 101동 맞은편
1288,문정중교 사거리
1289,풍납동 자전거보관소
1290,위례송파꿈에그린아파트24단지 앞 성벽 다리 밑
1291,서울체육고등학교 앞
1293,석촌호교차로 (스타벅스 앞)
1295,잠실역 8번출구
1296,석촌호수교차로 (송파나루근린공원 앞)
1297,석촌호수교차로(동호 팔각정 앞)
1299,송파소방서 (방이119안전센터)
1300,오륜사거리
1302,한성대입구역6번출구 뒤
1303,돈암초교 입구
1304,만해공원
1305,성북구청
1306,한성대입구역2번출구
1308,안암로터리 버스정류장 앞
1313,정릉교회 앞
1314,정릉꿈에그린1단지 201동 앞
1315,고려사대부속중고 정문
1316,고려사대부속중고 건너편
1318,길음역 3번출구 뒤
1319,종암사거리 분수대
1320,LG베스트샵 종암점
1321,국민은행 종암동지점 앞
1322,래미안라센트아파트 103동 앞
1323,월곡역 입구 육교 밑
1325,상월곡역 4번출구
1326,상월곡역 1번출구
1327,상월곡역 3번출구
1328,월곡역 3번출구
1332,석계역 5번출구 건너편
1333,석관초등학교 앞
1334,석관동주민센터 앞
1336,성북3교 위
1337,돈암성당 옆
1338,용문2교 옆
1339,삼성전자서비스 성북센터
1340,광운초등학교 앞
1342,성북쉼터 앞
1343,한성대7번출구 앞
1344,아리랑시네센터 앞
1346,길음8골어린이공원 옆
1347,길음래미안아파트817동 상가 앞
1348,성북제일새마을금고 본점 앞
1349,월계2교 버스정류장 앞
1351,안암2교 옆
1352,e 편한세상 보문아파트 내
1353,금호어울림센터힐 내
1354,고려대학교 2번출구
1355,보문2교
1357,북한산보국문역
1358,정릉도서관 앞
1359,장위뉴타운 꿈에 숲 코오롱 하늘채 앞
1360,정릉역
1361,홍익중고 입구
1362,보문역6번출구 앞
1363,보문4교 인근
1364,성북동 치안센터 앞
1365,선잠단지 앞
1366,일신초등학교 옆
1367,길음문화복합미디어센터
1368,성신여대입구 교차로
1369,미아사거리
1370,복자사랑 피정의 집
1372,KEB은행 고대점
1373,성북구보건소 건너편
1375,생명의 전화 종합복지관 앞 교차로
1401,극동늘푸른아파트
1402,금란주차장 앞
1403,중화빌딩 앞 (동부시장)
1404,동일로 지하차도
1405,망우역 1번출구
1406,망우청소년수련관
1407,먹골역 1번출구 뒤
1408,먹골역 6번출구 앞
1410,면목 대원칸타빌아파트
1411,상봉시장앞 교차로 한성빌딩 앞
1412,면목초등학교
1413,봉화산역 5번출구 뒤
1414,사가정역 1번출구
1416,상봉역 3번출구
1418,새솔초등학교
1420,신내어울공원 앞
1421,신내역 4번출구
1422,신내우디안아파트 1단지
1424,양원역 2번출구
1425,용마문화복지센터
1426,면목도시개발아파트 1동 앞
1427,용마산역 1번출구
1428,원묵고등학교
1429,장안중학교
1430,중랑구청
1431,중랑구청 사거리
1433,중화역 2번출구
1434,홈플러스 면목동점
1435,능산삼거리
1436,영풍마드레빌
1437,늘푸른공원 앞
1438,홈플러스 신내점 앞
1440,하나은행 면목지점
1441,신내능말공원
1442,(구)신한은행 중랑교지점
1443,구립망우청소년독서실
1444,면목4치안센터
1445,용마지구대
1446,중랑전화국 교차로
1447,면목역 3번출구
1448,코스트코 상봉점
1449,상봉역 1번출구
1450,화랑대역 7번출구
1451,중랑세무서
1452,겸재교 진입부
1453,중랑캠핑숲
1454,한국전력공사(동대문 중랑지사)
1455,상봉역 2번 출구
1456,상아빌딩(우림시장 교차로)
1457,동원사거리
1458,상봉터미널2
1459,용마한신아파트사거리
1501,"미아역 3번,4번 출구 사이"
1503,이디야 커피 수유역점 앞
1504,다이소 삼양시장점
1506,강북문화예술회관
1509,서울북부수도사업소
1510,번동주공5단지 관리사무소 앞
1511,번동 금호어울림아파트102동앞
1512,강북중학교 앞
1513,강북구청 뒷편
1514,강북구청 사거리 버스정류소 앞
1515,송천동 주민센터
1516,우이초등학교 후문 옆
1518,SK telecom(수유직영점) 앞
1519,세븐일레븐 수유장미원점 앞
1520,성실교회
1522,월드전기조명인테리어(우이동)
1525,미아동 복합청사
1526,수유동 채선당앞
1527,미아역 1번 출구 뒤
1528,삼각산동 주민센터
1529,미아동 한국전력공사
1530,광산사거리
1531,미아사거리 1번 출구
1532,번3동 주민센터 교차로
1533,"번동 주공3, 4단지 교차로"
1534,북서울 꿈의 숲 동문
1535,효성인텔리안 앞
1536,번동 두산위브 101동 옆
1537,북한산 우이역
1538,솔밭공원역
1539,419민주묘지역
1540,가오리역
1541,삼양역
1542,삼양사거리역
1543,수유1동 주민센터
1545,솔샘역 2번 출구
1546,송천동우체국
1547,꿈의숲 롯데캐슬
1548,북서울 꿈의숲 서문
1601,석계역 문화광장 내 자전거 보관소
1602,광운대역 앞
1603,롯데캐슬 102동 코너(월계주유소건너)
1605,헬스케어
1606,태릉입구역 3번출구
1608,공릉역 1번 출구 앞
1610,화랑대역 2번출구 앞
1611,과기대 입구(우)
1616,하계2동 공항버스정류장 옆
1617,하계동 중평어린이공원 앞
1619,중계동 하나프라자빌딩 앞(중1-1)
1620,중계동 노원구민체육센터 옆(중1-2)
1623,노원 구민회관
1625,상계역(4번출구)
1627,수락산역 4번출구
1628,노일초등학교 앞
1630,수연빌딩 앞
1634,당고개공원 대여소
1635,상계34동 주민센터 대여소
1636,백병원 사거리 농협은행 앞
1637,KT 노원점 건물 앞
1639,희성오피앙
1640,한내근린공원 북측
1641,한내근린공원 남측
1642,서울여대 남문
1643,태릉입구역 8번출구
1646,삼육대 입구
1650,중계근린공원내
1651,맥도날드 상계점 앞
1652,파르코 앞
1653,노원역1번출구
1654,당고개입구 오거리
1655,공릉1단지아파트
1656,중앙하이츠 아파트 입구
1657,노원구청
1659,중계동 을지중학교
1660,서울시립과학관
1661,당현천근린공원
1662,노원역7번출구
1663,동해문화예술관앞
1664,노해근린공원내
1665,양지근린공원앞
1666,노원소방서인근
1667,중계중학교
1668,중계역 6번출구
1669,중계역 3번출구
1670,노원경찰서교차로
1671,인덕대학교
1672,상계동수락리버시티
1673,노원역?5번출구
1674,서울북부고용센터앞
1675,월계문화체육센터
1677,육군사관학교  앞
1678,성서대학교 밀알관
1679,삼육대 도서관
1680,삼육대 제3과학관
1681,현대6차 아파트
1682,중계종합사회복지관 교차로
1683,노원문화예술회관
1684,태릉입구역 5번출구
1685,불암고등학교 앞 횡단보도
1686,온수골사거리(스타벅스앞)
1688,마들역 7번출구
1689,마들역 3번출구
1690,도봉운전면허시험장
1691,노원정보도서관
1692,온곡초교 교차로
1693,원자력 병원
1702,녹천역 1번출구 앞
1703,도봉산광역환승센터앞
1705,도봉구청 정문앞
1706,기업은행 앞
1707,도봉구민회관
1708,보건소사거리(다비치안경창동점)
1709,쌍문역4번출구 주변
1712,창동역공영주차장앞
1713,쌍문동 청소년 랜드
1714,도봉문화정보도서관 삼거리
1715,서울특별시교육청도봉도서관
1716,하나로마트 창동점
1717,시립창동운동장 입구
1719,신도봉사거리 버스정류장
1720,도봉구청 옆(중랑천변)
1721,창동역 2번출구
1722,창동청소년수련관
1723,방학동학마을도서관
1725,창1동주민센터
1726,삼익세라믹아파트교차로
1727,서울도봉초등학교인근
1728,서울북부지방법원
1729,파리바게트앞
1730,도봉산역 교차로 앞
1731,도봉고등학교 맞은편
1732,우리은행 앞
1733,방학사거리 (봄마당 앞)
1734,쌍문현대1차아파트 108동 앞
1735,"도봉역 1,2번 출구사이 건너편"
1736,버스정류장 앞
1737,하나은행 (창동점)
1738,창동주공17단지 상가앞
1739,창동한신
1741,제일강산수산입구
1742,북한산 코오롱 하늘채
1804,독산역 2번출구 자전거주차장
1805,서울디지털운동장 앞
1806,에이스하이엔드타워9차 앞
1808,에이스하이엔드타워8차 앞
1809,LG전자 별관동(호서대 벤처타워 맞은편)
1812,갑을그레이트밸리 앞
1814,두산위브아파트 옆 상가건물 앞
1816,금천폭포공원 앞
1819,금천구청 앞 자전거거치대
1820,신한은행 시흥대로금융센터지점
1821,홈플러스 시흥점 맞은편 다비치안경 앞
1822,서울 시흥동우체국 앞
1823,상신정비공업 앞
1824,독산근린공원 입구
1825,한신아파트 앞 육교 아래
1826,한신코아 앞
1827,독산보도육교 앞 자전거 보관소
1828,한양수자인아파트 앞
1829,홈플러스 금천점 앞
1830,빅마켓 금천점 앞
1831,메이퀸웨딩컨벤션 앞
1833,독산역 1번출구 앞 자전거보관소
1834,월드메르디앙 벤처센터 2차
1835,STX V타워
1836,금천구립 독산도서관
1839,수출의 다리 아래
1840,솔브레인이엔지 뒤편
1841,가산동 주민센터
1842,한울중학교
1843,독산고등학교
1845,롯데캐슬골드파크1차 서문
1846,롯데캐슬골드파크1차 동문
1847,독산주공 14단지 버스정류소
1848,벽산 디지털밸리 5차
1849,대륭포스트타워5차
1850,코오롱테크노밸리
1851,가산디지털단지 7번출구
1852,혜명양로원 담장 옆
1853,서울디자인직업전문학교 앞
1854,가산아네스트 오피스텔 앞
1855,성지아파트 옆 도로변
1856,모두의학교
1857,주공14단지
1858,석수역1번출구 앞 (SK주유소)
1859,대륭테크노타운 18차
1901,신도림동주민센터 앞
1904,도림천역 1번 출구 앞
1906,신도림역 1번 출구 앞
1907,구일우성(아) 육교 밑
1908,해원리바파크 육교 밑
1910,낙원교회 맞은편
1911,구로디지털단지역 앞
1912,한신휴아파트 앞
1913,구로리공원
1914,대림역4번출구
1916,구로중학교앞
1920,서울미래초등학교 사거리
1924,삼부르네상스파크빌
1925,동양미래대학교 정문 옆
1928,고척스카이돔구장 광장
1929,고척근린공원 고척도서관 앞
1930,개봉지구대 개봉치안센터
1931,개봉역(북측광장)
1933,개봉푸르지오아파트 상가
1936,개봉역 1번 출구 자전거보관서쪽
1937,한진아파트 입구
1941,오류동역 2번출구
1943,온수역 북측
1946,구로역 광장
1951,천왕이펜하우스 4단지 상가 앞
1952,천왕연지타운2단지 앞
1953,천왕역 4번출구 뒤
1955,디지털입구 교차로
1956,도야미리숯불갈비 앞
1957,구일고등학교 정문
1958,강서수도사업소민원센터
1959,구로구의회 앞
1960,화광신문사 앞
1961,신도림테크노근린공원
1962,가리봉동주민센터
1964,원메디타운 앞
1965,삼환로즈빌아파트 105동 옆
1966,한마을아파트 정문상가
1967,참새공원(백곡경노당)
1968,동인오피스텔 건너편 소공원
1969,궁동생태공원
1971,오정초교 앞 보도육교
1973,오리로와 서해안도로 교차로 앞
1974,신도림2차e편한세상아파트 203동 앞
1975,대림역 1번 출입구 밑
1976,남구로역 5번 출입구 앞
1977,천왕역 1번 출입구 앞
1979,구로1동우체국 앞
1981,천왕이펜하우스5단지 앞
1983,구로동롯데아파트
1984,구로구청
1985,구로도서관
1986,태평양물산빌딩
1987,개봉아이파크아파트 앞
1988,고척LIGA아파트 앞
1991,오류동역 맞은편
1992,구로구배드민턴실내체육관 앞
1993,금강수목원아파트 앞
1994,삼성전자 물류센터 앞
1996,구일역 1번 출입구 앞
1998,고척교 교차로
1999,수궁동 성당 주변
2000,신도림4차 e편한세상 아파트 1109동 앞
2002,노들역 1번출구
2003,사육신공원앞
2007,유한양행앞
2008,노량진근린공원 대방공원
2009,보라매역 8번출구
2012,녹십초요양병원앞
2013,장승배기역 5번출구
2015,신대방삼거리역 6번출구쪽
2016,신대방삼거리역 3번출구쪽
2020,장승배기역2번출구뒷편쪽
2024,상도역 1번출구
2025,흑석역 1번출구
2026,흑석역 4번출구
2027,중앙대학교 정문
2032,이수역 11번출구쪽
2033,사당동 아르테스 웨딩앞
2034,사당역 7번출구쪽
2036,정금마을 마을버스정류장
2037,동작역 5번출구 동작주차공원
2038,동작역 7번출구
2040,비계 버스정류소
2041,사당중학교 버스정류소
2048,삼일초등학교 인근
2050,노량진역 5번출구
2054,삼익아파트
2056,동작구민 체육센터
2057,상도 아이파크 아파트
2058,노량진동 맥도널드앞
2059,보라매공원 정문
2060,남성역3번출구 뒤
2061,한강 현대아파트 건너편
2062,사당새마을금고
2063,대방역 4번출구
2064,흑석한강푸르지오 106동앞
2065,서울시여성가족재단
2066,양문교회 앞
2067,LG전자 베스트샾 대리점 앞
2068,총신대 앞(육교)
2069,숭실대 입구역3번 출구 앞
2070,노량진역 2번 출구 앞
2071,대림아파트 후문 상가 옆
2102,봉림교 교통섬
2103,신림동 우방아파트
2104,사당역 5번출구
2105,미성동 신림체육센터
2106,난곡 새마을금고
2107,도림천 신화교
2108,은천치안센터
2109,은천로입구 가로공원
2110,조원동 미성아파트
2111,서울대입구역 1번출구
2112,서울대입구역 마에스트로
2113,관악동작견인차량보관소
2115,관악농협농산물백화점
2116,에이스에이존빌딩
2119,중앙동 동진빌딩
2122,낙성대로 입구
2127,보성운수차고지 맞은편
2128,관악구청교차로
2129,낙성대 과학전시관
2130,영어마을 관악캠프
2135,신림역 5번출구
2136,신림역 8번출구
2137,KT&G 관악지점
2139,서울신성초등학교
2140,신림1교 교차로
2141,미림여고입구 교차로
2143,서울산업정보학교
2144,난우길입구
2145,은천초등학교 육교
2148,낙성대역 3번출구 뒤
2153,서울남부초등학교 옆
2156,농협 관악문성지점
2157,난곡 사거리
2159,인헌초교
2160,관악구 보건소
2164,관악우체국
2165,JK장평타워
2167,낙성대역 1번출구
2169,봉천역 2번출구
2170,조원동서울본병원
2171,서울대입구역 5번출구
2172,나들목공원
2173,당곡사거리
2174,삼성디지털프라자관악점
2175,신림동걷고싶은문화의거리입구
2176,보라매공원 보도육교
2177,신대방역 2번 출구
2178,서울대학교 정문
2179,양녕로 입구
2180,신림동주민센터
2183,동방1교
2184,구암초등학교 버스정류장
2201,본마을 정류소 앞
2202,청계산입구역 1번출구
2203,청계산입구역 2번출구
2205,내곡3단지 어린이공원 앞
2206,언남초등학교 앞
2207,내곡파출소 뒤 정자
2210,반포1동 주민센터 앞
2211,서초구립반포도서관 앞
2212,서초현대4차아파트 201동 맞은편
2213,고속터미널역 5번출구 앞
2214,신반포역 2번출구 앞
2215,반포종합운동장 입구
2217,아크로리버뷰 부지 앞
2219,"고속터미널역 8-1번, 8-2번 출구 사이"
2220,반포본동 주민센터 앞
2221,하나은행 방배동지점 앞
2222,사당역 12번출구 뒤
2223,방배래미안 정문 앞
2225,백석예술대학교 제3캠퍼스 앞
2226,신동아럭스빌아파트 앞
2227,방배열린문화센터 앞
2228,뒷벌공원 옆
2229,로고스교회 맞은 편
2230,이수역 4번 출구
2231,삼성타운(삼성생명) A동 맞은편
2233,서초신동아1차아파트 옆
2235,KT 서초지사 앞
2237,서울남부터미널 대합실 입구
2239,교대역 6번출구
2241,양재전화국 사거리
2242,양재역 11번 출구 앞
2243,서울가정법원
2244,교육개발원입구 교차로
2245,양재초등학교 맞은편
2246,서울시 품질시험소 앞
2247,섬들근린공원
2248,서초리슈빌S 글로벌 앞
2249,우솔초등학교 맞은편
2250,서초유치원 맞은편
2251,더케이호텔 입구(양재2)
2252,하이브랜드 앞
2255,시민의숲역 1번출구 옆
2256,양재동 꽃시장 입구
2257,하나로클럽 양재점 맞은편
2258,구룡사 삼거리
2259,잠원역 3번-4번 출구사이
2262,한신16차아파트 119동 앞
2263,바우뫼문화복지회관
2264,이수역 1번출구
2265,이수고가차도 남단
2266,서초역 3번출구
2268,서초4동주민센터
2269,주홍교 하부
2270,서초포레스타 7단지
2271,내방역 8번출구 앞
2272,교대입구 교차로
2273,일동제약 사거리
2274,양재시민의숲역 3번출구
2275,염곡치안센터 건너편
2276,영동1교 (양재천근린공원)
2277,길마중4교 하부
2279,교대역 5번출구뒤
2280,서울서초고용센터앞
2281,연세사랑병원신관앞
2282,방배래미안아트힐 101동앞
2283,그룹한빌딩옆
2284,CJ오쇼핑앞
2285,LH서초3단지 301동 맞은편
2286,탑성마을입구
2287,능안마을입구
2288,안골마을입구
2289,남태령역 2번출구
2290,서래마을파리15구공원앞
2292,무지개아파트 앞
2293,SPC 앞
2294,두상빌딩 앞
2297,남부터미널역 1번출구
2298,래미안서초스위트앞
2299,한전아트센터 앞
2301,현대고등학교 건너편
2302,교보타워 버스정류장(신논현역 3번출구 후면)
2303,논현역 7번출구
2304,신영 ROYAL PALACE 앞
2305,MCM 본사 직영점 앞
2306,압구정역 2번 출구 옆
2307,압구정 한양 3차 아파트
2308,압구정파출소 앞
2309,청담역(우리들병원 앞)
2310,청담동 맥도날드 옆(위치)
2311,학동로 래미안 아파트 앞
2312,청담역 13번 출구 앞
2313,금원빌딩 앞
2314,청담나들목입구
2315,봉은사역 5번출구 옆
2316,삼성역 8번출구
2317,삼성도로공원
2318,삼성중앙역4번출구(문화센터더 리빌)
2319,포스코4거리 서측(수협 삼성동 지점)
2320,도곡역 대치지구대 방향
2321,학여울역 사거리
2322,삼성역 3번 출구
2323,주식회사 오뚜기 정문 앞
2324,천주교 대치 2동 교회 옆
2325,대치동 버거킹대치점
2326,대치동 삼성로
2327,뱅뱅사거리 랜드마크타워 앞
2328,르네상스 호텔 사거리 역삼지하보도 7번출구 앞
2329,르네상스호텔사거리 역삼지하보도 2번출구
2330,스타벅스 앞
2331,동영문화센터앞
2332,선릉역3번출구
2333,양재역 3번출구 주변
2334,8삼호@ 2동 ( 간선도로)
2335,3호선 매봉역 3번출구앞
2336,강남세브란스교차로  래미안그레이튼 104동 앞
2337,대모산입구역 2번출구 앞
2339,현대아파트 정문 앞
2340,삼호물산버스정류장(23370) 옆
2341,일원역 4~5번 출구 사이
2342,대청역 1번출구  뒤
2343,세곡사거리 대왕파출소 앞
2344,리엔파크 2단지 앞
2347,두산건설 본사
2348,포스코사거리(기업은행)
2349,역삼빌딩 앞(하나은행 옆)
2350,래미안그레이튼102동앞
2351,청소년수련관(수영장)앞
2352,서울본부세관(건설회관 앞)
2353,강남구청역 2번출구 뒤
2354,청담역 2번출구
2355,삼성역 5~6번 출구 사이
2356,강남구청
2357,르네상스호텔사거리 역삼지하보도 3번출구 앞 (더 오번 빌딩 명동칼국수 앞)
2358,구룡초사거리 (현대아파트10동 앞 )
2359,"국립국악중,고교 정문 맞은편"
2360,도곡1동 주민센터 교차로
2361,압구정역 교차로
2362,신사동 가로수길 입구
2363,강남 을지병원 교차로
2364,도산대로 렉서스 앞
2365,K+ 타워 앞
2368,도곡동 경남아파트 건너편
2369,KT선릉타워
2370,한티역 3번출구
2371,한국우편사업진흥원
2372,대치역 사거리
2373,개포동역 사거리
2375,수서역 1번출구 앞
2376,수서역 6번출구 앞
2377,수서역 5번출구 뒤
2380,삼성동베이직하우스앞
2381,언주역 6번출구앞
2382,역삼동 sk뷰 501동앞
2383,보금자리정원
2384,자곡사거리
2385,학동역
2387,래미안강남힐즈 사거리
2388,강남구 도시관리공단
2389,경기여자고등학교 후문 (삼성로3길 입구)
2390,구룡마을 입구 (래미안블레스티지 아파트)
2391,구룡마을 입구(개포1단지아파트)
2392,구룡산 입구 (구룡산 서울둘레길 입구)
2395,개포1단지아파트 입구 (보도육교)
2396,영동3교 북단(우성캐릭터 앞 보도)
2398,더라움
2401,밀알학교 입구 (삼성서울병원 입구)
2403,공무원연금매점 교차로 (개포주공9단지 입구)
2404,대모산입구역 4번 출구 앞
2405,청담공원앞 교차로
2406,논현동 광명빌딩 앞
2407,역삼서초삼성 세무서 앞 (역삼빌딩 앞)
2408,강남한양수자인아파트
2409,역삼동 디오슈페리움 (우성아파트 사거리)
2410,포스코피앤에스타워 (역삼역 3번출구 부근)
2411,세곡동 성당
2412,일원1동 주민센터
2501,서초 포레스타5단지
2502,서초역1번출구 앞
2503,반포1동 서초빌딩 앞
2504,신사역 4번출구 뒤
2505,우성아파트사거리 (기업은행앞)
2506,LG유플러스 (방배사옥)
2508,양재이스타빌 앞
2509,KT반포지사
2510,JW타워
2511,이수역 6번출구 앞
2601,석촌호수 서호사거리
2603,송파 글마루 도서관
2604,삼표레미콘 앞
2605,복정역 1번 출구 앞
2606,위례동주민센터 맞은편 근린공원
2607,복정역 2번출구 후문 (장지치안센터)
2608,송파구청
2609,보성중고등학교 후문 앞
2610,여흥레이크빌 앞 (석촌호수 까페거리)
2611,송파지역자활센터 뒤
2612,문정·가락 대여소 앞
2613,잠실나들목
2614,가락고등학교 앞
2615,테라타워2
2616,거여동 사거리
2617,가락삼환아파트 앞
2618,삼전역 1번출구
2619,석촌고분역 4번출구
2620,송파나루역 4번 출구옆
2621,한성백제역 2번 출구
2622,올림픽공원역 3번출구
2701,마곡나루역 5번출구 뒤편
2702,마곡 엠밸리2단지
3100,북성초교
3101,서대문구청
3102,연희삼거리
3103,홍제삼거리 북측
3104,e편한세상 신촌4단지 앞
3105,홍은센트레빌 아파트 앞
3106,홍남교 두바퀴쉼터
3107,연희초등학교 앞
3500,군자역2번출구
3501,광진구청 앞
3502,중곡역 1번출구
3503,광진유진스웰
3504,원일교회
3505,신양초교앞 교차로
3506,영동대교 북단
3507,어린이회관
3508,화양사거리
3509,세종사이버대학교
3510,중곡SK아파트앞
3511,응봉역 1번출구
3513,상왕십리역 1번출구
3514,왕십리교회옆
3515,서울숲 관리사무소
3516,구의아리수정수센터앞
3517,용마사거리
3518,군자역 7번출구뒤
3519,용답역 1번 출구
3520,광진경찰서
3521,현대홈타운 뒷길
3522,사근삼거리
3523,건국대학교 과학관(이과대) 앞
3524,세종대학교
3525,금호스포츠센터앞
3527,왕십리 자이아파트
3528,광진정보도서관
3529,어린이대공원정문
3530,왕십리자이아파트 후문(삼거리)
3531,논골사거리(금호도서관 입구)
3532,왕십리KCC스위첸아파트
3533,건대입구역 사거리(롯데백화점)
3534,건대입구역 5번출구 뒤
3535,중곡사거리(국민은행)
3536,중앙농협(자양동)
3537,아차산 휴먼시아 아파트 옆
3538,서울숲 IT캐슬
3539,서원마을
3541,커먼그라운드
3542,래미안 구의파크 스위트
9997,강남센터
9998,영남주차장 정비센터
